Date,Open,High,Low,Close,Adj Close,Volume
2024-12-31,75.9,75.98,75.44,75.61,75.61,21393484
2024-12-30,75.67,75.8799,75.275,75.61,75.61,16427609
2024-12-27,76.07,76.275,75.83,76.11,76.11,15819744
2024-12-26,76,76.345,75.9301,76.22,76.22,10787372
2024-12-24,75.62,75.92,75.43,75.86,75.86,5585232
2024-12-23,75.245,75.64,74.94,75.59,75.59,10491242
2024-12-20,74.38,75.7299,74.37,75.1,75.1,20878324
2024-12-19,75.805,75.87,75.255,75.31,75.31,17486579
2024-12-18,77.375,77.535,75.405,75.55,75.55,16470395
2024-12-17,77.43,77.71,77.37,77.45,77.45,13934864
2024-12-16,78.58,78.895,78.5001,78.63,78.63,25547908
2024-12-13,79.21,79.21,78.68,78.89,78.89,10116569
2024-12-12,79.39,79.71,79.05,79.11,79.11,8623811
2024-12-11,79.73,79.87,79.49,79.81,79.81,11859039
2024-12-10,79.83,79.85,79.29,79.31,79.31,10662787
2024-12-09,80.53,80.625,80,80.03,80.03,7801060
2024-12-06,80.39,80.39,79.9,80.08,80.08,7072545
2024-12-05,80.1,80.22,79.945,80.09,80.09,11910866
2024-12-04,79.74,79.875,79.58,79.7,79.7,10434376
2024-12-03,79.69,79.87,79.4,79.64,79.64,13289942
2024-12-02,79.08,79.33,78.57,79.19,79.19,15721136
2024-11-29,78.25,79.01,78.21,78.97,78.97,11643860
2024-11-27,77.84,78.075,77.695,77.93,77.93,7477916
2024-11-26,77.83,77.845,77.27,77.51,77.51,9360799
2024-11-25,78.13,78.27,77.72,77.96,77.96,24934101
2024-11-22,77.18,77.7,77.16,77.56,77.56,16809833
2024-11-21,77.115,77.3801,76.8518,77.26,77.26,9161202
2024-11-20,77.13,77.24,76.7017,77.24,77.24,12441967
2024-11-19,76.89,77.595,76.79,77.45,77.45,13402289
2024-11-18,77.07,77.695,77.02,77.55,77.55,7774078
2024-11-15,77.31,77.33,76.96,77.13,77.13,15433599
2024-11-14,77.835,77.975,77.33,77.41,77.41,19039012
2024-11-13,77.4,77.46,76.8,77.25,77.25,14828857
2024-11-12,78.42,78.42,77.32,77.71,77.71,16613900
2024-11-11,79.41,79.45,79.1,79.18,79.18,5839576
2024-11-08,79.38,79.38,78.78,79.16,79.16,11540291
2024-11-07,79.98,80.34,79.84,80.27,80.27,11634128
2024-11-06,79.05,79.155,78.42,79.07,79.07,11746261
2024-11-05,79.65,80.295,79.59,80.23,80.23,9596383
2024-11-04,79.82,80.03,79.39,79.44,79.44,10280054
2024-11-01,79.65,79.8557,79.305,79.38,79.38,9951294
2024-10-31,79.32,79.32,78.47,79.22,79.22,19247645
2024-10-30,79.57,80.06,79.505,79.71,79.71,8828077
2024-10-29,80.25,80.42,80.045,80.23,80.23,8778380
2024-10-28,80.24,80.625,80.18,80.52,80.52,6985008
2024-10-25,80.34,80.46,79.745,79.88,79.88,9288134
2024-10-24,80.33,80.35,79.8,80.15,80.15,6522380
2024-10-23,79.79,79.965,79.345,79.7,79.7,7555992
2024-10-22,80.44,80.625,80.37,80.51,80.51,5844195
2024-10-21,81.49,81.55,80.83,80.97,80.97,8009105
2024-10-18,81.81,81.965,81.62,81.94,81.94,5863087
2024-10-17,81.68,81.71,81.31,81.39,81.39,8904646
2024-10-16,81.38,81.4569,81.225,81.38,81.38,5931766
2024-10-15,82.24,82.26,81.095,81.17,81.17,17667286
2024-10-14,82.11,82.575,82.01,82.54,82.54,6646193
2024-10-11,81.84,82.38,81.83,82.3,82.3,6915027
2024-10-10,81.77,81.91,81.43,81.88,81.88,5794427
2024-10-09,81.52,82.05,81.46,81.98,81.98,5370828
2024-10-08,81.9,81.97,81.685,81.96,81.96,6339144
2024-10-07,82.3,82.41,81.7879,82.09,82.09,7365112
2024-10-04,82.13,82.565,82.045,82.55,82.55,8536274
2024-10-03,82.12,82.28,81.77,82.07,82.07,9890515
2024-10-02,82.86,83.025,82.45,82.84,82.84,8335155
2024-10-01,83.66,83.69,82.57,83.01,83.01,18430914
2024-09-30,83.96,83.97,83.18,83.63,83.63,13425369
2024-09-27,84.27,84.5563,83.795,83.92,83.92,10690655
2024-09-26,84.19,84.525,83.85,84.43,84.43,12874975
2024-09-25,83.21,83.23,82.585,82.61,82.61,11869015
2024-09-24,82.82,83.1199,82.61,83.06,83.06,6855760
2024-09-23,82.39,82.66,82.345,82.57,82.57,6997708
2024-09-20,82.59,82.61,81.97,82.26,82.26,7892376
2024-09-19,82.96,83.235,82.47,83.08,83.08,9974104
2024-09-18,81.81,82.46,81.29,81.47,81.47,8454227
2024-09-17,82.09,82.14,81.455,81.73,81.73,7307315
